DATE,HourlyDewPointTemperature,HourlyPrecipitation,HourlyWindSpeed,HOUR,tmp
2018-01-01T00:51:00,-4,0,9,0,-20
2018-01-01T01:51:00,-4,0,10,1,-20
2018-01-01T02:51:00,-4,0,10,2,-20
2018-01-01T03:51:00,-5,0,7,3,-21
2018-01-01T04:51:00,-5,0,9,4,-21
2018-01-01T05:51:00,-5,0,6,5,-21
2018-01-01T06:51:00,-5,0,8,6,-21
2018-01-01T07:51:00,-4,0,6,7,-20
2018-01-01T08:51:00,-3,0,6,8,-19
2018-01-01T09:51:00,-3,0,8,9,-19
2018-01-01T10:51:00,-4,0,9,10,-20
2018-01-01T11:51:00,-4,0,8,11,-20
2018-01-01T12:51:00,-5,0,10,12,-21
2018-01-01T13:51:00,-5,0,9,13,-21
2018-01-01T14:51:00,-5,0,3,14,-21
2018-01-01T15:51:00,-6,0,9,15,-21
2018-01-01T16:51:00,-5,0,7,16,-21
2018-01-01T17:51:00,-6,0,9,17,-21
2018-01-01T18:51:00,-4,0,3,18,-20
2018-01-01T19:51:00,-4,0,8,19,-20
2018-01-01T20:51:00,-2,0,5,20,-19
2018-01-01T21:51:00,0,0,10,21,-18
2018-01-01T22:51:00,2,0,11,22,-17
2018-01-01T23:51:00,3,0,3,23,-16
2018-01-02T00:51:00,2,0,10,24,-17
2018-01-02T01:51:00,1,0,15,25,-17
2018-01-02T02:51:00,1,0,13,26,-17
2018-01-02T03:51:00,1,0,11,27,-17
2018-01-02T04:51:00,1,0,5,28,-17
2018-01-02T05:51:00,1,0,7,29,-17
2018-01-02T06:51:00,1,0,8,30,-17
2018-01-02T07:51:00,2,0,5,31,-17
2018-01-02T09:51:00,3,0,7,33,-16
2018-01-02T10:51:00,4,0,8,34,-16
2018-01-02T11:51:00,5,0,8,35,-15
2018-01-02T12:51:00,6,0,8,36,-14
2018-01-02T13:51:00,6,0,6,37,-14
2018-01-02T14:51:00,6,0,5,38,-14
2018-01-02T15:51:00,7,0,8,39,-14
2018-01-02T16:51:00,7,0,9,40,-14
2018-01-02T17:51:00,6,0,5,41,-14
2018-01-02T18:51:00,6,0,9,42,-14
2018-01-02T19:51:00,5,0,9,43,-15
2018-01-02T20:51:00,5,0,8,44,-15
2018-01-02T21:51:00,4,0,6,45,-16
2018-01-02T22:51:00,3,0,7,46,-16
2018-01-02T23:51:00,2,0,9,47,-17
2018-01-03T00:51:00,3,0,5,48,-16
2018-01-03T01:51:00,2,0,5,49,-17
2018-01-03T02:51:00,2,0,7,50,-17
2018-01-03T04:51:00,1,0,5,52,-17
2018-01-03T05:51:00,0,0,0,53,-18
2018-01-03T06:51:00,0,0,3,54,-18
2018-01-03T07:51:00,-1,0,0,55,-18
2018-01-03T08:51:00,0,0,7,56,-18
2018-01-03T09:51:00,-1,0,3,57,-18
2018-01-03T10:51:00,1,0,5,58,-17
2018-01-03T11:51:00,2,0,0,59,-17
2018-01-03T12:51:00,2,0,0,60,-17
2018-01-03T13:51:00,0,0,3,61,-18
2018-01-03T14:51:00,2,0,0,62,-17
2018-01-03T15:51:00,2,0,0,63,-17
2018-01-03T16:51:00,5,0,6,64,-15
2018-01-03T17:51:00,7,0,0,65,-14
2018-01-03T18:51:00,4,0,5,66,-16
2018-01-03T19:51:00,2,0,0,67,-17
2018-01-03T20:51:00,11,0,7,68,-12
2018-01-03T21:51:00,12,0,5,69,-11
2018-01-03T22:51:00,12,0,5,70,-11
2018-01-03T23:51:00,11,0,5,71,-12
2018-01-04T00:51:00,6,0,7,72,-14
2018-01-04T01:25:00,11,0,7,73,-12
2018-01-04T01:51:00,12,0,8,73,-11
2018-01-04T02:49:00,7,0,9,74,-14
2018-01-04T02:51:00,7,0,7,74,-14
2018-01-04T03:51:00,8,0,10,75,-13
2018-01-04T04:51:00,9,0,11,76,-13
2018-01-04T05:02:00,13,0,14,77,-11
2018-01-04T05:24:00,18,0,8,77,-8
2018-01-04T05:51:00,19,0.01,5,77,-7
2018-01-04T06:51:00,20,0.07,10,78,-7
2018-01-04T07:46:00,21,0.07,11,79,-6
2018-01-04T07:51:00,20,0.08,9,79,-7
2018-01-04T08:51:00,19,0.11,14,80,-7
2018-01-04T09:40:00,20,0.09,11,81,-7
2018-01-04T09:48:00,19,0.1,13,81,-7
2018-01-04T09:51:00,20,0.13,14,81,-7
2018-01-04T10:14:00,20,0.01,11,82,-7
2018-01-04T10:21:00,20,0.01,21,82,-7
2018-01-04T10:51:00,21,0.05,17,82,-6
2018-01-04T11:34:00,21,0.07,16,83,-6
2018-01-04T11:51:00,21,0.11,17,83,-6
2018-01-04T12:46:00,21,0.09,9,84,-6
2018-01-04T13:49:00,19,0,9,85,-7
2018-01-04T13:51:00,20,0.05,11,85,-7
2018-01-04T13:59:00,20,0.01,8,85,-7
2018-01-04T14:11:00,20,0.02,5,86,-7
2018-01-04T14:51:00,20,0.05,13,86,-7
2018-01-04T15:00:00,20,0.01,11,87,-7
2018-01-04T15:10:00,19,0.01,13,87,-7
2018-01-04T15:17:00,18,0.01,21,87,-8
2018-01-04T15:23:00,17,0.01,18,87,-8
2018-01-04T15:30:00,17,0.01,18,87,-8
2018-01-04T15:51:00,17,0,18,87,-8
2018-01-04T16:05:00,17,0.01,17,88,-8
2018-01-04T16:28:00,17,0.01,17,88,-8
2018-01-04T16:42:00,16,0.01,21,88,-9
2018-01-04T16:51:00,16,0.01,16,88,-9
2018-01-04T17:51:00,14,0,21,89,-10
2018-01-04T18:51:00,13,0,9,90,-11
2018-01-04T19:51:00,10,0,13,91,-12
2018-01-04T20:51:00,8,0,15,92,-13
2018-01-04T21:51:00,7,0,10,93,-14
2018-01-04T22:51:00,6,0,15,94,-14
2018-01-04T23:51:00,4,0,10,95,-16
2018-01-05T00:51:00,2,0,14,96,-17
2018-01-05T01:51:00,2,0,14,97,-17
2018-01-05T02:51:00,0,0,17,98,-18
2018-01-05T03:51:00,-2,0,16,99,-19
2018-01-05T05:51:00,-3,0,13,101,-19
2018-01-05T06:51:00,-5,0,10,102,-21
2018-01-05T07:51:00,-6,0,15,103,-21
2018-01-05T08:51:00,-6,0,9,104,-21
2018-01-05T09:51:00,-6,0,11,105,-21
2018-01-05T10:51:00,-7,0,16,106,-22
2018-01-05T11:51:00,-7,0,14,107,-22
2018-01-05T12:51:00,-7,0,17,108,-22
2018-01-05T13:51:00,-7,0,9,109,-22
2018-01-05T14:51:00,-8,0,20,110,-22
2018-01-05T15:51:00,-8,0,11,111,-22
2018-01-05T16:51:00,-8,0,9,112,-22
2018-01-05T17:51:00,-7,0,7,113,-22
2018-01-05T18:51:00,-8,0,11,114,-22
2018-01-05T19:51:00,-9,0,15,115,-23
2018-01-05T20:51:00,-9,0,11,116,-23
2018-01-05T21:51:00,-9,0,16,117,-23
2018-01-05T22:51:00,-10,0,13,118,-23
2018-01-05T23:51:00,-9,0,7,119,-23
2018-01-06T00:51:00,-9,0,11,120,-23
2018-01-06T01:51:00,-9,0,13,121,-23
2018-01-06T02:51:00,-9,0,9,122,-23
2018-01-06T03:51:00,-10,0,11,123,-23
2018-01-06T04:51:00,-9,0,11,124,-23
2018-01-06T05:51:00,-5,0,0,125,-21
2018-01-06T06:51:00,-5,0,14,126,-21
2018-01-06T07:51:00,-6,0,8,127,-21
2018-01-06T08:51:00,-6,0,8,128,-21
2018-01-06T09:51:00,-8,0,15,129,-22
2018-01-06T10:51:00,-12,0,16,130,-24
2018-01-06T11:51:00,-13,0,14,131,-25
2018-01-06T12:51:00,-12,0,11,132,-24
2018-01-06T13:51:00,-12,0,8,133,-24
2018-01-06T14:51:00,-12,0,16,134,-24
2018-01-06T15:51:00,-10,0,6,135,-23
2018-01-06T16:51:00,-11,0,14,136,-24
2018-01-06T17:51:00,-10,0,9,137,-23
2018-01-06T18:51:00,-11,0,9,138,-24
2018-01-06T19:51:00,-11,0,10,139,-24
2018-01-06T20:51:00,-11,0,13,140,-24
2018-01-06T21:51:00,-10,0,14,141,-23
2018-01-06T22:51:00,-9,0,8,142,-23
2018-01-06T23:51:00,-8,0,11,143,-22
2018-01-07T00:51:00,-8,0,8,144,-22
2018-01-07T01:51:00,-8,0,11,145,-22
2018-01-07T02:51:00,-8,0,10,146,-22
2018-01-07T03:51:00,-7,0,9,147,-22
2018-01-07T04:51:00,-7,0,6,148,-22
2018-01-07T05:51:00,-7,0,5,149,-22
2018-01-07T06:51:00,-7,0,5,150,-22
2018-01-07T07:51:00,-7,0,6,151,-22
2018-01-07T08:51:00,-7,0,6,152,-22
2018-01-07T09:51:00,-7,0,0,153,-22
2018-01-07T10:51:00,-7,0,5,154,-22
2018-01-07T11:51:00,-6,0,5,155,-21
2018-01-07T12:51:00,-6,0,7,156,-21
2018-01-07T13:51:00,-5,0,3,157,-21
2018-01-07T14:51:00,-4,0,5,158,-20
2018-01-07T15:51:00,-2,0,5,159,-19
2018-01-07T16:51:00,-2,0,6,160,-19
2018-01-07T17:51:00,-2,0,10,161,-19
2018-01-07T18:51:00,-3,0,6,162,-19
2018-01-07T19:51:00,-2,0,9,163,-19
2018-01-07T20:51:00,-1,0,6,164,-18
2018-01-07T21:51:00,1,0,7,165,-17
2018-01-07T23:51:00,3,0,8,167,-16
2018-01-08T00:51:00,4,0,0,168,-16
2018-01-08T01:51:00,3,0,8,169,-16
2018-01-08T02:51:00,4,0,8,170,-16
2018-01-08T03:51:00,5,0,7,171,-15
2018-01-08T04:51:00,5,0,5,172,-15
2018-01-08T05:51:00,7,0,5,173,-14
2018-01-08T06:51:00,7,0,8,174,-14
2018-01-08T07:51:00,7,0,5,175,-14
2018-01-08T08:51:00,7,0,5,176,-14
2018-01-08T09:51:00,7,0,6,177,-14
2018-01-08T10:51:00,8,0,5,178,-13
2018-01-08T11:51:00,9,0,3,179,-13
2018-01-08T12:51:00,11,0,7,180,-12
2018-01-08T13:51:00,11,0,5,181,-12
2018-01-08T14:51:00,12,0,11,182,-11
2018-01-08T15:51:00,16,0,5,183,-9
2018-01-08T16:29:00,18,0,10,184,-8
2018-01-08T16:37:00,19,0,3,184,-7
2018-01-08T16:47:00,19,0,5,184,-7
2018-01-08T16:51:00,20,0.01,5,184,-7
2018-01-08T17:51:00,20,0,5,185,-7
2018-01-08T18:51:00,21,0,5,186,-6
2018-01-08T19:51:00,21,0,8,187,-6
2018-01-08T20:51:00,22,0,11,188,-6
2018-01-08T21:51:00,22,0,5,189,-6
2018-01-08T23:51:00,22,0,7,191,-6
2018-01-09T00:51:00,22,0,6,192,-6
2018-01-09T01:51:00,22,0,10,193,-6
2018-01-09T02:51:00,23,0,9,194,-5
2018-01-09T03:51:00,24,0,6,195,-4
2018-01-09T04:51:00,24,0,7,196,-4
2018-01-09T05:51:00,25,0,7,197,-4
2018-01-09T06:51:00,25,0,6,198,-4
2018-01-09T07:51:00,25,0,5,199,-4
2018-01-09T08:51:00,25,0,5,200,-4
2018-01-09T09:51:00,25,0,9,201,-4
2018-01-09T10:51:00,24,0,10,202,-4
2018-01-09T11:51:00,22,0,10,203,-6
2018-01-09T13:51:00,20,0,7,205,-7
2018-01-09T14:51:00,20,0,7,206,-7
2018-01-09T15:51:00,20,0,6,207,-7
2018-01-09T16:51:00,20,0,9,208,-7
2018-01-09T17:51:00,20,0,5,209,-7
2018-01-09T19:51:00,22,0,6,211,-6
2018-01-09T20:51:00,20,0,0,212,-7
2018-01-09T21:51:00,19,0,5,213,-7
2018-01-09T22:51:00,18,0,7,214,-8
2018-01-09T23:51:00,18,0,6,215,-8
2018-01-10T00:51:00,18,0,3,216,-8
2018-01-10T01:51:00,19,0,3,217,-7
2018-01-10T02:51:00,18,0,3,218,-8
2018-01-10T03:51:00,19,0,3,219,-7
2018-01-10T04:51:00,19,0,3,220,-7
2018-01-10T05:51:00,18,0,5,221,-8
2018-01-10T06:51:00,18,0,3,222,-8
2018-01-10T07:51:00,19,0,7,223,-7
2018-01-10T08:51:00,18,0,3,224,-8
2018-01-10T09:51:00,19,0,3,225,-7
2018-01-10T10:51:00,19,0,3,226,-7
2018-01-10T11:51:00,20,0,0,227,-7
2018-01-10T12:51:00,22,0,8,228,-6
2018-01-10T13:51:00,24,0,6,229,-4
2018-01-10T14:51:00,25,0,6,230,-4
2018-01-10T16:51:00,27,0,3,232,-3
2018-01-10T17:51:00,28,0,6,233,-2
2018-01-10T18:51:00,30,0,3,234,-1
2018-01-10T19:51:00,30,0,5,235,-1
2018-01-10T20:51:00,31,0,3,236,-1
2018-01-10T21:51:00,32,0,5,237,0
2018-01-10T22:51:00,33,0,3,238,1
2018-01-10T23:51:00,34,0,6,239,1
2018-01-11T00:51:00,36,0,3,240,2
2018-01-11T01:08:00,37,0,5,241,3
2018-01-11T01:51:00,35,0,0,241,2
2018-01-11T02:33:00,36,0,0,242,2
2018-01-11T02:44:00,36,0,0,242,2
2018-01-11T02:51:00,36,0,3,242,2
2018-01-11T03:51:00,35,0,5,243,2
2018-01-11T04:51:00,35,0,3,244,2
2018-01-11T05:51:00,35,0,0,245,2
2018-01-11T06:09:00,35,0,0,246,2
2018-01-11T06:51:00,35,0,0,246,2
2018-01-11T07:51:00,36,0,3,247,2
2018-01-11T08:51:00,35,0,3,248,2
2018-01-11T09:51:00,37,0,0,249,3
2018-01-11T10:51:00,36,0,3,250,2
2018-01-11T11:51:00,37,0,3,251,3
2018-01-11T12:51:00,39,0,0,252,4
2018-01-11T13:51:00,43,0,3,253,6
2018-01-11T14:51:00,42,0,3,254,6
2018-01-11T15:51:00,44,0,0,255,7
2018-01-11T16:51:00,41,0,3,256,5
2018-01-11T17:51:00,42,0,7,257,6
2018-01-11T18:51:00,41,0,3,258,5
2018-01-11T19:51:00,46,0,9,259,8
2018-01-11T20:51:00,47,0,9,260,8
2018-01-11T21:51:00,47,0,6,261,8
2018-01-11T22:51:00,48,0,3,262,9
2018-01-11T23:20:00,49,0,5,263,9
2018-01-11T23:51:00,47,0,3,263,8
2018-01-11T23:58:00,47,0,0,263,8
2018-01-12T00:22:00,46,0,3,264,8
2018-01-12T00:39:00,45,0,3,264,7
2018-01-12T00:51:00,46,0,3,264,8
2018-01-12T01:51:00,46,0,6,265,8
2018-01-12T02:10:00,46,0,5,266,8
2018-01-12T02:29:00,45,0,6,266,7
2018-01-12T02:36:00,44,0,5,266,7
2018-01-12T02:51:00,43,0,5,266,6
2018-01-12T03:02:00,43,0,5,267,6
2018-01-12T03:23:00,45,0,5,267,7
2018-01-12T03:41:00,45,0,5,267,7
2018-01-12T03:51:00,45,0,6,267,7
2018-01-12T04:51:00,50,0,5,268,10
2018-01-12T05:32:00,56,0,6,269,13
2018-01-12T05:49:00,57,0,10,269,14
2018-01-12T05:51:00,57,0,7,269,14
2018-01-12T06:51:00,55,0,8,270,13
2018-01-12T07:05:00,54,0,7,271,12
2018-01-12T08:51:00,56,0,7,272,13
2018-01-12T09:24:00,57,0,8,273,14
2018-01-12T09:32:00,57,0.01,8,273,14
2018-01-12T09:49:00,57,0,7,273,14
2018-01-12T09:51:00,57,0.01,8,273,14
2018-01-12T10:32:00,58,0,8,274,14
2018-01-12T10:51:00,58,0,8,274,14
2018-01-12T11:28:00,59,0,9,275,15
2018-01-12T11:51:00,59,0,8,275,15
2018-01-12T12:09:00,59,0.01,6,276,15
2018-01-12T12:16:00,60,0.01,8,276,16
2018-01-12T12:51:00,60,0.02,9,276,16
2018-01-12T13:51:00,60,0.02,6,277,16
2018-01-12T14:17:00,60,0.03,8,278,16
2018-01-12T14:24:00,59,0.03,9,278,15
2018-01-12T14:43:00,59,0.06,8,278,15
2018-01-12T14:51:00,58,0.14,6,278,14
2018-01-12T15:19:00,57,0.12,9,279,14
2018-01-12T15:26:00,57,0.12,10,279,14
2018-01-12T15:51:00,57,0.09,9,279,14
2018-01-12T16:51:00,59,0,7,280,15
2018-01-12T17:51:00,57,0,6,281,14
2018-01-12T18:24:00,57,0,6,282,14
2018-01-12T18:32:00,57,0,6,282,14
2018-01-12T18:46:00,57,0,5,282,14
2018-01-12T18:51:00,57,0,3,282,14
2018-01-12T19:20:00,57,0.03,5,283,14
2018-01-12T19:27:00,56,0.03,5,283,13
2018-01-12T19:34:00,56,0.03,6,283,13
2018-01-12T19:51:00,56,0.04,6,283,13
2018-01-12T20:16:00,55,0.01,5,284,13
2018-01-12T20:31:00,55,0.01,6,284,13
2018-01-12T20:44:00,55,0.01,3,284,13
2018-01-12T20:49:00,55,0,6,284,13
2018-01-12T20:51:00,55,0,6,284,13
2018-01-12T21:07:00,54,0,8,285,12
2018-01-12T21:16:00,53,0,7,285,12
2018-01-12T21:42:00,53,0.05,7,285,12
2018-01-12T21:51:00,53,0.14,8,285,12
2018-01-12T22:00:00,54,0.04,8,286,12
2018-01-12T22:21:00,54,0.05,9,286,12
2018-01-12T22:30:00,54,0.05,7,286,12
2018-01-12T22:40:00,54,0.06,10,286,12
2018-01-12T22:51:00,55,0.03,9,286,13
2018-01-12T23:32:00,56,0.04,9,287,13
2018-01-12T23:51:00,56,0.04,7,287,13
2018-01-13T00:02:00,56,0,7,288,13
2018-01-13T00:18:00,56,0,8,288,13
2018-01-13T00:49:00,55,0,9,288,13
2018-01-13T00:51:00,56,0,7,288,13
2018-01-13T01:08:00,56,0,6,289,13
2018-01-13T01:51:00,55,0,6,289,13
2018-01-13T02:27:00,54,0,8,290,12
2018-01-13T02:35:00,54,0,6,290,12
2018-01-13T02:51:00,54,0.02,7,290,12
2018-01-13T02:58:00,54,0.01,6,290,12
2018-01-13T03:27:00,52,0.03,8,291,11
2018-01-13T03:51:00,53,0.03,10,291,12
2018-01-13T04:22:00,53,0,9,292,12
2018-01-13T04:40:00,53,0,6,292,12
2018-01-13T04:51:00,53,0,8,292,12
2018-01-13T05:10:00,53,0,6,293,12
2018-01-13T05:35:00,55,0,5,293,13
2018-01-13T05:49:00,55,0,5,293,13
2018-01-13T05:51:00,55,0,5,293,13
2018-01-13T06:09:00,50,0,7,294,10
2018-01-13T06:22:00,44,0,9,294,7
2018-01-13T06:51:00,40,0,7,294,4
2018-01-13T07:51:00,30,0,8,295,-1
2018-01-13T08:05:00,29,0,13,296,-2
2018-01-13T08:51:00,22,0,14,296,-6
2018-01-13T09:40:00,17,0,13,297,-8
2018-01-13T09:51:00,17,0,14,297,-8
2018-01-13T10:25:00,14,0,15,298,-10
2018-01-13T10:51:00,15,0,13,298,-9
2018-01-13T11:08:00,15,0,11,299,-9
2018-01-13T11:51:00,16,0,13,299,-9
2018-01-13T12:51:00,16,0,11,300,-9
2018-01-13T13:51:00,16,0,14,301,-9
2018-01-13T14:51:00,16,0,10,302,-9
2018-01-13T15:51:00,15,0,8,303,-9
2018-01-13T16:51:00,12,0,15,304,-11
2018-01-13T17:51:00,11,0,9,305,-12
2018-01-13T18:51:00,9,0,13,306,-13
2018-01-13T19:51:00,8,0,10,307,-13
2018-01-13T20:51:00,6,0,6,308,-14
2018-01-13T21:51:00,3,0,3,309,-16
2018-01-13T22:51:00,2,0,11,310,-17
2018-01-13T23:51:00,2,0,11,311,-17
2018-01-14T00:51:00,2,0,8,312,-17
2018-01-14T01:51:00,3,0,6,313,-16
2018-01-14T02:51:00,2,0,9,314,-17
2018-01-14T03:51:00,3,0,5,315,-16
2018-01-14T04:51:00,3,0,8,316,-16
2018-01-14T05:51:00,2,0,5,317,-17
2018-01-14T06:51:00,2,0,6,318,-17
2018-01-14T07:51:00,1,0,10,319,-17
2018-01-14T08:51:00,0,0,7,320,-18
2018-01-14T09:51:00,0,0,3,321,-18
2018-01-14T11:51:00,-4,0,9,323,-20
2018-01-14T12:51:00,-3,0,13,324,-19
2018-01-14T13:51:00,-3,0,8,325,-19
2018-01-14T14:51:00,-4,0,8,326,-20
2018-01-14T15:51:00,-5,0,6,327,-21
2018-01-14T16:51:00,-3,0,8,328,-19
2018-01-14T17:51:00,-1,0,13,329,-18
2018-01-14T18:51:00,0,0,7,330,-18
2018-01-14T19:51:00,-2,0,8,331,-19
2018-01-14T20:51:00,-2,0,10,332,-19
2018-01-14T21:51:00,0,0,8,333,-18
2018-01-14T22:51:00,0,0,7,334,-18
2018-01-14T23:51:00,0,0,11,335,-18
2018-01-15T00:51:00,1,0,9,336,-17
2018-01-15T01:51:00,1,0,10,337,-17
2018-01-15T02:51:00,2,0,5,338,-17
2018-01-15T03:51:00,2,0,10,339,-17
2018-01-15T04:51:00,4,0,8,340,-16
2018-01-15T05:51:00,6,0,7,341,-14
2018-01-15T06:51:00,6,0,8,342,-14
2018-01-15T07:51:00,7,0,9,343,-14
2018-01-15T08:51:00,8,0,8,344,-13
2018-01-15T09:51:00,12,0,9,345,-11
2018-01-15T10:51:00,14,0,9,346,-10
2018-01-15T11:51:00,15,0,8,347,-9
2018-01-15T12:51:00,16,0,11,348,-9
2018-01-15T13:51:00,15,0,9,349,-9
2018-01-15T14:51:00,16,0,6,350,-9
2018-01-15T15:51:00,17,0,9,351,-8
2018-01-15T16:51:00,17,0,9,352,-8
2018-01-15T17:51:00,17,0,9,353,-8
2018-01-15T18:51:00,18,0,5,354,-8
2018-01-15T19:51:00,18,0,8,355,-8
2018-01-15T20:51:00,18,0,6,356,-8
2018-01-15T21:51:00,17,0,8,357,-8
2018-01-15T22:20:00,17,0,3,358,-8
2018-01-15T22:51:00,18,0,5,358,-8
2018-01-15T23:51:00,17,0,5,359,-8
2018-01-16T00:51:00,17,0,5,360,-8
2018-01-16T01:16:00,18,0,0,361,-8
2018-01-16T01:26:00,18,0,6,361,-8
2018-01-16T01:51:00,18,0,0,361,-8
2018-01-16T02:32:00,19,0,5,362,-7
2018-01-16T02:51:00,20,0,3,362,-7
2018-01-16T03:51:00,21,0,5,363,-6
2018-01-16T04:51:00,20,0,3,364,-7
2018-01-16T05:51:00,20,0,6,365,-7
2018-01-16T06:51:00,22,0,6,366,-6
2018-01-16T07:51:00,23,0,5,367,-5
2018-01-16T08:51:00,24,0,3,368,-4
2018-01-16T09:09:00,24,0,3,369,-4
2018-01-16T09:30:00,25,0,5,369,-4
2018-01-16T09:51:00,25,0,3,369,-4
2018-01-16T10:51:00,25,0,5,370,-4
2018-01-16T11:51:00,26,0,0,371,-3
2018-01-16T12:29:00,26,0,0,372,-3
2018-01-16T12:51:00,26,0,5,372,-3
2018-01-16T13:51:00,26,0,3,373,-3
2018-01-16T14:51:00,26,0,5,374,-3
2018-01-16T15:51:00,27,0,3,375,-3
2018-01-16T16:51:00,27,0,5,376,-3
2018-01-16T17:20:00,26,0,5,377,-3
2018-01-16T17:38:00,27,0,6,377,-3
2018-01-16T17:49:00,27,0,5,377,-3
2018-01-16T17:51:00,27,0,5,377,-3
2018-01-16T18:17:00,27,0,0,378,-3
2018-01-16T18:36:00,27,0,3,378,-3
2018-01-16T18:51:00,27,0,5,378,-3
2018-01-16T19:11:00,28,0,0,379,-2
2018-01-16T19:51:00,28,0,6,379,-2
2018-01-16T20:51:00,28,0,5,380,-2
2018-01-16T21:05:00,29,0,5,381,-2
2018-01-16T21:51:00,29,0,3,381,-2
2018-01-16T22:51:00,30,0,3,382,-1
2018-01-16T23:28:00,30,0,5,383,-1
2018-01-16T23:51:00,30,0,5,383,-1
2018-01-17T00:21:00,31,0,5,384,-1
2018-01-17T00:51:00,31,0,3,384,-1
2018-01-17T01:51:00,32,0,6,385,0
2018-01-17T02:23:00,33,0,6,386,1
2018-01-17T02:51:00,33,0.01,6,386,1
2018-01-17T03:51:00,34,0.01,8,387,1
2018-01-17T04:51:00,35,0.01,3,388,2
2018-01-17T05:51:00,33,0.02,6,389,1
2018-01-17T06:08:00,34,0,6,390,1
2018-01-17T06:51:00,33,0.02,0,390,1
2018-01-17T07:33:00,32,0,5,391,0
2018-01-17T07:42:00,32,0,0,391,0
2018-01-17T07:51:00,32,0.02,0,391,0
2018-01-17T08:11:00,32,0,0,392,0
2018-01-17T08:20:00,32,0,3,392,0
2018-01-17T08:49:00,32,0,0,392,0
2018-01-17T08:51:00,32,0.02,0,392,0
2018-01-17T09:05:00,32,0,0,393,0
2018-01-17T09:28:00,32,0,3,393,0
2018-01-17T09:51:00,32,0.03,5,393,0
2018-01-17T10:51:00,31,0.03,6,394,-1
2018-01-17T11:15:00,31,0.01,7,395,-1
2018-01-17T11:30:00,31,0.01,6,395,-1
2018-01-17T11:39:00,30,0.01,7,395,-1
2018-01-17T11:47:00,30,0.01,7,395,-1
2018-01-17T11:51:00,31,0.01,5,395,-1
2018-01-17T12:06:00,31,0,7,396,-1
2018-01-17T12:16:00,31,0,7,396,-1
2018-01-17T12:23:00,31,0,7,396,-1
2018-01-17T12:34:00,31,0,8,396,-1
2018-01-17T12:45:00,30,0,7,396,-1
2018-01-17T12:51:00,31,0.01,7,396,-1
2018-01-17T13:01:00,31,0,8,397,-1
2018-01-17T13:11:00,31,0,3,397,-1
2018-01-17T13:21:00,30,0,8,397,-1
2018-01-17T13:30:00,30,0,9,397,-1
2018-01-17T13:44:00,30,0,7,397,-1
2018-01-17T13:51:00,30,0,5,397,-1
2018-01-17T14:33:00,29,0,7,398,-2
2018-01-17T14:49:00,28,0,8,398,-2
2018-01-17T14:51:00,28,0,8,398,-2
2018-01-17T15:00:00,28,0,8,399,-2
2018-01-17T15:19:00,28,0,3,399,-2
2018-01-17T15:49:00,25,0,6,399,-4
2018-01-17T15:51:00,24,0,7,399,-4
2018-01-17T16:51:00,21,0,9,400,-6
2018-01-17T17:04:00,21,0,6,401,-6
2018-01-17T17:51:00,20,0,9,401,-7
2018-01-17T18:10:00,19,0,9,402,-7
2018-01-17T18:17:00,18,0,9,402,-8
2018-01-17T18:51:00,16,0,11,402,-9
2018-01-17T19:51:00,14,0,11,403,-10
2018-01-17T20:29:00,13,0,7,404,-11
2018-01-17T20:51:00,13,0,8,404,-11
2018-01-17T21:51:00,10,0,11,405,-12
2018-01-17T22:51:00,10,0,3,406,-12
2018-01-17T23:51:00,9,0,6,407,-13
2018-01-18T00:05:00,9,0,9,408,-13
2018-01-18T00:51:00,9,0,8,408,-13
2018-01-18T01:51:00,9,0,6,409,-13
2018-01-18T02:51:00,9,0,9,410,-13
2018-01-18T03:51:00,9,0,9,411,-13
2018-01-18T04:51:00,9,0,5,412,-13
2018-01-18T06:51:00,8,0,8,414,-13
2018-01-18T07:51:00,8,0,8,415,-13
2018-01-18T08:51:00,8,0,11,416,-13
2018-01-18T09:51:00,6,0,8,417,-14
2018-01-18T10:51:00,7,0,8,418,-14
2018-01-18T11:51:00,7,0,7,419,-14
2018-01-18T12:51:00,7,0,9,420,-14
2018-01-18T13:51:00,8,0,8,421,-13
2018-01-18T14:51:00,8,0,7,422,-13
2018-01-18T15:51:00,10,0,10,423,-12
2018-01-18T16:51:00,11,0,10,424,-12
2018-01-18T17:51:00,11,0,8,425,-12
2018-01-18T18:51:00,13,0,6,426,-11
2018-01-18T19:51:00,13,0,5,427,-11
2018-01-18T20:51:00,12,0,10,428,-11
2018-01-18T21:51:00,12,0,7,429,-11
2018-01-18T22:51:00,12,0,5,430,-11
2018-01-18T23:51:00,12,0,6,431,-11
2018-01-19T00:51:00,12,0,6,432,-11
2018-01-19T01:51:00,12,0,5,433,-11
2018-01-19T02:51:00,12,0,3,434,-11
2018-01-19T03:51:00,12,0,5,435,-11
2018-01-19T05:51:00,12,0,7,437,-11
2018-01-19T06:51:00,13,0,3,438,-11
2018-01-19T07:51:00,13,0,3,439,-11
2018-01-19T08:51:00,13,0,5,440,-11
2018-01-19T09:51:00,13,0,5,441,-11
2018-01-19T10:51:00,14,0,8,442,-10
2018-01-19T12:51:00,15,0,3,444,-9
2018-01-19T13:51:00,15,0,5,445,-9
2018-01-19T14:51:00,16,0,7,446,-9
2018-01-19T15:51:00,16,0,6,447,-9
2018-01-19T16:51:00,17,0,6,448,-8
2018-01-19T17:51:00,17,0,5,449,-8
